spec,category_chain_or_product,method,status,reason,category,http_status,rpc_code,rpc_message
linea,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
rise,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tea,chain,eth_getStorageAt,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getTransactionByBlockHashAndIndex,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
rise,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
superseed,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
moonbeam,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
degen,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
astar,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
superseed,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
degen,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
moonbeam,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
humanity,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
humanity,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
degen,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
robinhood,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
robinhood,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
sonic,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
sonic,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
avax,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
mythos,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
mythos,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
dogecoin,chain,getindexinfo,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
tempo,chain,eth_callBundle,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
dogecoin,chain,getmemoryinfo,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
dogecoin,chain,getmempoolancestors,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
litecoin,chain,getmempoolancestors,fail,jsonrpc error,Other JSON-RPC error,200,-5,Transaction not in mempool
soneium,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
avax,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
avax,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
abstract,chain,zks_sendRawTransactionWithDetailedOutput,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
injective,chain,eth_getTransactionByBlockNumberAndIndex,fail,jsonrpc error,Other JSON-RPC error,200,-32000,"error in json rpc client, with http response metadata: (Status: 200 OK, Protocol HTTP/1.1). RPC error -32603 - Internal error: height 82990 is not available, lowest height is 160612644"
tempo,chain,eth_callMany,fail,jsonrpc error,Mutation method - gas mismatch,200,-32000,call_many error in bundle 0 and transaction 1: intrinsic gas too low
tron,chain,eth_getTransactionCount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getTransactionCount does not exist/is not available
botanix,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
fantom,chain,eth_getTransactionByBlockHashAndIndex,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getTransactionByBlockNumberAndIndex,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getTransactionByHash,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getTransactionCount,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getTransactionByBlockNumberAndIndex,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getTransactionByHash,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
matic,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
base,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
base,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
opt,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
unichain,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
unichain,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
unichain,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
ink,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
ink,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
ink,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
opt,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
stable,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getRawTransactionByHash does not exist/is not available
celo,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
celo,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
celo,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
berachain,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
berachain,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
berachain,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
pharos,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,METHOD_NOT_FOUND
worldchain,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
worldchain,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32602,"invalid hex in storage key: ""0x283s34c8e2b1456f09832c71e5d6a0b4f8c9e1d3a2b5c7f0e6d4a8b2c1f3e5d7"""
apechain,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
sei,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getRawTransactionByHash does not exist/is not available
sei,chain,eth_getTransactionByBlockHashAndIndex,fail,jsonrpc error,Other JSON-RPC error,200,-32000,could not find block for hash BF137C3A7A1EBDFAC21252765E5D7F40D115C2757E4A4ABEE929BE88C624FDB7
citrea,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
bitcoin,chain,getmempooldescendants,fail,jsonrpc error,Other JSON-RPC error,200,-5,Transaction not in mempool
plasma,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
arb,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
story,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
gensyn,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
gensyn,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
bitcoincash,chain,getmempooldescendants,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
lens,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
sui,chain,suix_getAllCoins,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,invalid cursor
arc,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
arc,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
arc,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
shape,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32602,"invalid hex in storage key: ""0x283s34c8e2b1456f09832c71e5d6a0b4f8c9e1d3a2b5c7f0e6d4a8b2c1f3e5d7"""
shape,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
monad,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
monad,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
monad,chain,eth_getProof,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
gnosis,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
gnosis,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
blast,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
xlayer,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32603,unimplemented
linea,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
linea,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
rise,chain,eth_getProof,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getProof on RISE_MAINNET""}}"
tea,chain,eth_newBlockFilter,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_newFilter,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
superseed,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
astar,chain,eth_getTransactionByBlockNumberAndIndex,fail,jsonrpc error,Other JSON-RPC error,200,-32603,2 is out of bounds
moonbeam,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
humanity,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
moonbeam,chain,eth_getTransactionByBlockNumberAndIndex,fail,jsonrpc error,Other JSON-RPC error,200,-32603,2 is out of bounds
bnb,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
bnb,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
robinhood,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
litecoin,chain,getmempooldescendants,fail,jsonrpc error,Other JSON-RPC error,200,-5,Transaction not in mempool
avax,chain,eth_getAssetBalance,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAssetBalance does not exist/is not available
mythos,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
soneium,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
hyperliquid,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
hyperliquid,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
dogecoin,chain,getmempooldescendants,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
tempo,chain,eth_estimateGas,fail,jsonrpc error,Other JSON-RPC error,200,-32603,Revm error: value transfer not allowed
soneium,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
mantle,chain,eth_callMany,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_callMany does not exist/is not available
hyperliquid,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
tempo,chain,eth_fillTransaction,fail,jsonrpc error,Other JSON-RPC error,200,-32603,Revm error: value transfer not allowed
tron,chain,eth_sendRawTransaction,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_sendRawTransaction does not exist/is not available
tron,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_submitWork does not exist/is not available
fantom,chain,eth_getTransactionReceipt,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getUncleByBlockHashAndIndex,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getUncleByBlockNumberAndIndex,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_sendRawTransaction,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getUncleCountByBlockHash,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
matic,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tea,chain,eth_submitWork,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
matic,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
base,chain,eth_getProof,fail,dns/connect,Host does not resolve,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate is not yet valid (_ssl.c:1016)
anime,chain,eth_getTransactionByHash,fail,dns/connect,Host does not resolve,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate is not yet valid (_ssl.c:1016)
stable,chain,eth_getTransactionReceipt,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
citrea,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
citrea,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
citrea,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
frax,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,"insufficient funds for gas * price + value: balance 0, tx cost 2000031576605720000, overshot 2000031576605720000"
frax,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32603,unimplemented
katana,chain,eth_getUncleByBlockHashAndIndex,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleByBlockHashAndIndex on KATANA_MAINNET""}}"
katana,chain,eth_getUncleByBlockNumberAndIndex,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleByBlockNumberAndIndex on KATANA_MAINNET""}}"
katana,chain,eth_getUncleCountByBlockHash,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleCountByBlockHash on KATANA_MAINNET""}}"
mode,chain,eth_getUncleCountByBlockHash,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleCountByBlockHash on MODE_MAINNET""}}"
bitcoincash,chain,getrawmempool,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
bitcoincash,chain,getrawtransaction,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
bitcoincash,chain,gettxoutproof,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
sui,chain,suix_getCoins,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,invalid cursor
sui,chain,suix_getDynamicFieldObject,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Could not find module
monad,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
xmtp,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
xmtp,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tea,chain,eth_uninstallFilter,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,net_version,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
astar,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - stale nonce example,200,-32603,nonce too low
bnb,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
litecoin,chain,getrawtransaction,fail,jsonrpc error,Other JSON-RPC error,200,-5,Block hash not found
dogecoin,chain,getrawmempool,fail,jsonrpc error,Other JSON-RPC error,200,-1,"getrawmempool ( verbose )

Returns all transaction ids in memory pool as a json array of string transaction ids.

Hint: use getmempoolentry to fetch a specific transaction from the mempool.

Arguments"
dogecoin,chain,getrawtransaction,fail,jsonrpc error,Other JSON-RPC error,200,-1,"getrawtransaction ""txid"" ( verbose )

NOTE: By default this function only works for mempool transactions. If the -txindex option is
enabled, it also works for blockchain transactions.
DEPRECATED: for "
dogecoin,chain,gettxoutproof,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
litecoin,chain,gettxoutproof,fail,jsonrpc error,Stale example - block reference,200,-5,Block not found
sonic,chain,eth_getUncleByBlockHashAndIndex,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleByBlockHashAndIndex on SONIC_MAINNET""}}"
abstract,chain,eth_fillTransaction,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
zetachain,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - pre-EIP-155 example,200,-32000,only replay-protected (EIP-155) transactions allowed over RPC
bob,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
zetachain,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_submitWork does not exist/is not available
fantom,chain,eth_getUncleCountByBlockNumber,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
zksync,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - stale gas price example,200,3,max fee per gas less than block base fee
fantom,chain,eth_maxPriorityFeePerGas,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
zksync,chain,eth_sendRawTransactionSync,fail,jsonrpc error,Mutation method - stale gas price example,200,3,max fee per gas less than block base fee
fantom,chain,eth_newBlockFilter,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,web3_clientVersion,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_newFilter,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
adi,chain,eth_sendRawTransaction,fail,jsonrpc error,Other JSON-RPC error,200,-32603,[0xb40ca2b75e7312bfa842991b14bc7cac495736a4fcf18e70240c9702525c2ade]: sender does not have enough funds (0) to cover transaction fees: 2000000000021000000
tea,chain,web3_sha3,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
adi,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
matic,chain,eth_getRootHash,fail,jsonrpc error,Example payload type/format invalid,200,-32602,invalid argument 0: json: cannot unmarshal string into Go value of type uint64
rootstock,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - stale nonce example,200,-32010,transaction nonce too low
rootstock,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_submitWork does not exist/is not available
ink,chain,eth_getUncleByBlockHashAndIndex,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleByBlockHashAndIndex on INK_MAINNET""}}"
celo,chain,eth_getUncleByBlockHashAndIndex,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleByBlockHashAndIndex on CELO_MAINNET""}}"
megaeth,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - pre-EIP-155 example,200,-32000,EIP-155 protection required
megaeth,chain,eth_simulateV1,fail,jsonrpc error,Other JSON-RPC error,200,-32603,EVM reported invalid transaction (0xc7a1c674cba687e94e77344ee7bcb15fd4f8f7cd8f86d331a9f3d5288de26668): lack of funds (20000000000) for max fee (75000000001)
scroll,chain,eth_getUncleByBlockHashAndIndex,fail,dns/connect,Host does not resolve,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate is not yet valid (_ssl.c:1016)
flow,chain,eth_protocolVersion,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_protocolVersion does not exist/is not available
berachain,chain,eth_getUncleByBlockNumberAndIndex,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getUncleByBlockNumberAndIndex on BERACHAIN_MAINNET""}}"
jovay,chain,eth_newBlockFilter,fail,jsonrpc error,Method not supported on chain,200,-32601,METHOD_NOT_FOUND
sei,chain,eth_sendRawTransaction,fail,jsonrpc error,Other JSON-RPC error,200,-32000,: unknown
worldmobilechain,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
worldmobilechain,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
worldmobilechain,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
bitcoin,chain,sendrawtransaction,fail,jsonrpc error,Other JSON-RPC error,200,-25,bad-txns-inputs-missingorspent
bitcoin,chain,submitblock,fail,jsonrpc error,Other JSON-RPC error,200,-22,Block decode failed
